emp_no,first_name,last_name,salary,title
270320,Tetsushi,Azulay,41047,Senior Engineer
270322,Dannz,Zastre,47491,Senior Engineer
270325,Rimon,Roccetti,45661,Engineer
270326,Emran,Rettelbach,76654,Senior Staff
270332,Sajjan,Chachaty,57105,Senior Staff
270336,Christ,Docker,40000,Senior Engineer
270339,Sashi,Hanratty,40113,Engineer
270344,Goa,Erie,71900,Senior Staff
270348,Nitsan,Rubsam,40000,Staff
270349,Kellyn,Herath,46976,Senior Engineer
270354,Tiina,Lovengreen,42152,Senior Engineer
270359,JiYoung,Demir,83882,Senior Staff
270361,Leon,Ritzmann,47370,Engineer
270362,Satosi,Wursthorn,54901,Senior Engineer
270364,Anoosh,Pellegrinelli,40000,Engineer
270371,Moon,Capobianchi,80759,Senior Staff
270373,Maris,Rattan,76058,Staff
270382,Jeane,Merks,72376,Staff
270383,Marsha,Boguraev,74367,Staff
270388,Dung,Rullman,47173,Staff
270389,Zissis,Dayana,82226,Staff
270391,Szabolcs,Kumaresan,48106,Engineer
270394,Suvo,Improta,40000,Senior Engineer
270401,Uri,Baez,40000,Senior Staff
270403,Suebskul,Cherinka,46329,Staff
270404,Gaurav,Minakawa,49472,Staff
270406,Masato,Trogemann,50131,Staff
270409,Yuchang,Merlo,43933,Senior Engineer
270410,Dannz,Rodier,57905,Staff
270416,Jianwen,Perly,67677,Senior Engineer
270421,Kayoko,Rodite,44779,Engineer
270424,Ferdinand,Lamba,61545,Senior Engineer
270425,Hatsukazu,Chinen,40000,Senior Engineer
270427,Shahid,Kruskal,40000,Engineer
270428,Mariusz,Bolsens,77602,Staff
270431,Cullen,Setia,40000,Assistant Engineer
270435,Elvis,Leuchs,86043,Staff
270438,King,Whitcomb,62675,Staff
270448,Becky,Snedden,41906,Engineer
270450,Sedat,Biran,40000,Staff
270453,Sadok,Perri,59525,Staff
270463,Kwee,Hebert,40000,Senior Engineer
270464,Taegyun,Felder,40000,Staff
270480,Radhia,Heuser,65331,Technique Leader
270482,Muneo,Businaro,41352,Assistant Engineer
270486,Randy,Schwabacher,54507,Staff
270488,Augustine,Genther,70648,Engineer
270492,Achilleas,Leonhardt,52428,Engineer
270496,Kolar,Peak,75637,Staff
270500,Alexius,Heering,65110,Engineer
270509,Moni,Taubenfeld,40000,Senior Engineer
270510,Claude,Bazelow,60600,Engineer
270512,Bernardo,Kropp,50388,Assistant Engineer
270521,Heekeun,Demos,50951,Engineer
270527,Hinrich,Strandh,60968,Senior Staff
270528,Weiru,Narwekar,73780,Senior Staff
270529,Tamiya,Heinisuo,55278,Senior Engineer
270531,Mana,Francisci,48367,Senior Staff
270532,Geoffry,Riexinger,40000,Senior Engineer
270533,Roselyn,Standera,41284,Staff
270534,Taizo,Fasbender,40000,Staff
270536,Elgin,Vuskovic,40000,Senior Engineer
270547,Rimon,Nyrup,41959,Assistant Engineer
270552,Venkatesan,Greibach,60204,Senior Staff
270555,Michaela,Marquardt,40477,Engineer
270556,Baocai,Makrucki,52193,Assistant Engineer
270557,Achilleas,Baig,40000,Engineer
270560,Brendon,Turnbull,50816,Engineer
270561,Sanjoy,Marrakchi,63443,Senior Staff
270564,Abdelaziz,Pearson,40000,Senior Staff
270579,Godehard,Denna,48963,Senior Engineer
270581,Duri,Ritzmann,82150,Senior Staff
270583,Xinyu,Nitsche,40000,Assistant Engineer
270584,Yakkov,DuCasse,40000,Engineer
270585,Anneke,Glinert,50395,Engineer
270589,Jinpo,Blokdijk,57315,Engineer
270596,Uriel,Gien,70361,Staff
270599,Zeljko,Munck,80813,Senior Engineer
270605,Moriyoshi,Fendler,40000,Senior Engineer
270613,Isamu,Kusakari,69242,Staff
270618,Xiaoheng,Crooks,48740,Engineer
270625,Rajmohan,Azevdeo,48582,Engineer
270630,Masaru,Lortz,40000,Staff
270633,Duri,Millington,72151,Senior Staff
270634,Akeel,Vakili,57610,Senior Engineer
270639,Yongdong,Decleir,40000,Senior Engineer
270641,Hongzue,Itzfeldt,61726,Senior Staff
270643,Guther,Luit,40000,Senior Engineer
270644,Sachio,Sambasivam,50999,Senior Engineer
270649,Slavian,Baik,40268,Engineer
270651,Amstein,Passino,40000,Engineer
270655,Terresa,Benveniste,40000,Staff
270658,Ewing,Beidas,40000,Senior Engineer
270659,Jessie,Ranum,49879,Senior Engineer
270662,Hausi,Copas,46183,Engineer
270664,Tsuneo,Brodal,40000,Staff
270667,Domenico,Schnelling,40000,Staff
270668,Fox,Socorro,71502,Senior Staff
270669,Leen,Farrel,40000,Staff
270674,Khoa,Murtafg,41016,Staff
270677,Yannik,Pargaonkar,90254,Senior Staff
270679,JoAnne,Cannata,44184,Technique Leader
270683,Dzung,Salinas,53408,Engineer
270690,Hausi,Monkewich,47557,Engineer
270695,Marit,Dahlbom,56057,Staff
270698,Hongzhu,Lieblein,40000,Senior Engineer
270699,Barun,Vandervoorde,89272,Staff
270700,Duke,Hinsberger,79054,Staff
270702,Hailing,Birrer,40000,Senior Staff
270704,Rosella,Leivant,49173,Senior Engineer
270709,Naraig,Pietracaprina,50952,Senior Engineer
270712,Eric,Riexinger,81716,Assistant Engineer
270713,Persi,Baer,40000,Engineer
270717,Sailaja,Cooke,54336,Assistant Engineer
270718,Berhard,Birta,41335,Senior Engineer
270719,Anestis,Gente,40000,Staff
270721,Margo,Luby,67371,Staff
270729,Sadun,Cichocki,40000,Staff
270730,Rafols,Parascandalo,43306,Staff
270732,Ghassan,Itzigehl,40000,Staff
270735,Yucai,Beausoleil,59308,Staff
270737,Xinyu,Marsiglia,52274,Senior Engineer
270738,Shen,Serdy,82859,Senior Staff
270740,Toney,Kohling,40000,Senior Engineer
270741,Shigenori,Setlzner,45402,Senior Engineer
270742,Takahito,Merlo,40000,Senior Engineer
270748,Tetsushi,Shackel,40000,Technique Leader
270754,Odinaldo,Kropf,40000,Engineer
270755,Masadi,Perelgut,51852,Engineer
270764,Khatoun,Terwilliger,40000,Senior Staff
270765,Stafford,Flanders,54482,Staff
270766,Jianhao,Cherinka,40000,Senior Staff
270767,Sivanarayana,Colorni,53019,Senior Engineer
270768,Tuval,Smeets,49268,Senior Engineer
270770,Petter,Cronin,61187,Senior Staff
270773,Matt,Himler,44359,Engineer
270774,DeForest,Marshall,44855,Senior Staff
270783,Aamod,Vilarrasa,62493,Staff
270784,Piyush,Docker,53925,Staff
270785,Yurii,Zaiane,81012,Staff
270787,Utpal,Wolniewicz,42531,Engineer
270795,Domenico,Diderrich,101061,Staff
270796,Phuoc,Rosar,49040,Engineer
270803,DeForest,Cannane,40000,Engineer
270805,Weidon,Khamsi,42464,Technique Leader
270810,Gonzalo,Braccini,56560,Staff
270818,Moss,Terekhov,61683,Engineer
270820,Nahid,Pettis,40000,Senior Engineer
270822,Kwun,Rodier,40515,Senior Staff
270830,Xiaoqiang,Angiulli,47641,Staff
270831,Troy,Homond,62152,Staff
270838,Yurij,Jiang,78228,Staff
270842,Masasuke,Birke,69348,Senior Staff
270849,Tamiya,Matzel,73867,Staff
270851,Rosalyn,Anger,57471,Staff
270856,Claudi,Anido,76666,Senior Staff
270860,Clyde,Ossenbruggen,44241,Senior Engineer
270863,Sibyl,Huttel,40000,Engineer
270870,Caolyn,Baaleh,67883,Senior Staff
270872,Nathalie,Mansanne,58129,Senior Staff
270874,Vitaly,Terlouw,40000,Senior Engineer
270875,Tadahiro,Magalhaes,44123,Technique Leader
270876,Katsuyuki,Grabner,51071,Engineer
270877,Sariel,Iwayama,60867,Senior Staff
270879,Jahangir,Sigstam,40000,Senior Engineer
270880,Heekeun,Gecsei,69217,Senior Staff
270884,Isamu,Encarnacion,57489,Senior Engineer
270885,Yuuichi,Veldwijk,40000,Staff
270887,Hiroyasu,Kropatsch,40000,Staff
270888,Dannz,Rodham,70849,Staff
270889,Berto,Thebaut,42684,Senior Engineer
270890,Basant,Ohori,40000,Senior Engineer
270898,Arno,Tanemo,77427,Staff
270906,Raimond,Furedi,50959,Senior Engineer
270908,Chriss,Brendel,48928,Engineer
270909,Ortrud,Cromarty,40000,Engineer
270912,Guadalupe,Hemaspaandra,51468,Senior Staff
270913,Wojceich,Zallocco,50347,Engineer
270914,Monique,Staelin,90830,Staff
270915,Constantino,Taubenfeld,64065,Engineer
270919,JiYoung,Zweizig,40000,Senior Staff
270921,Adam,Wilfing,53574,Engineer
270922,Aram,Rouquie,82096,Senior Engineer
270930,Fumiyo,Ellozy,61295,Senior Engineer
270932,Changho,Kriebel,50337,Senior Staff
270935,Shan,Jenevein,51596,Staff
270951,Mario,Hasham,40000,Engineer
270952,Guozhong,Luce,60384,Staff
270957,Foong,Oskamp,58786,Senior Engineer
270958,Miyeon,Laurillard,74648,Staff
270959,Odysseas,Danley,40000,Engineer
270966,Hongzue,Heering,54562,Senior Staff
270970,Jaroslava,Picaronny,45000,Senior Engineer
270973,Malu,Kalloufi,59700,Engineer
270983,Shen,Einsfeld,40000,Staff
270985,Parto,Boguraev,40000,Senior Engineer
270987,Goa,Aloisi,40000,Technique Leader
270988,Basant,Binding,43818,Senior Engineer
270993,Irena,Heusch,40000,Staff
271007,Bezalel,Ponthieu,67860,Senior Staff
271008,Masaru,Plotkin,62599,Senior Engineer
271013,Ipke,Bage,45483,Engineer
271016,Mihalis,Morton,75795,Senior Staff
271017,Vitali,Bardell,51552,Assistant Engineer
271019,Mitchel,Geffroy,40136,Staff
271023,Syozo,Lamba,50946,Senior Staff
271026,Zongyan,Otillio,40000,Staff
271032,Babette,Escriba,86898,Staff
271033,Anyuan,Sidou,59402,Senior Staff
271034,Billie,Delaune,40000,Engineer
271039,Cedric,Colorni,58248,Senior Engineer
271040,Chirstian,Sidou,43832,Senior Staff
271046,Heon,Birke,69782,Staff
271048,Kristin,Cangellaris,46283,Engineer
271050,Takushi,Koblick,82397,Senior Staff
271052,Hauke,Hiroyama,53988,Senior Engineer
271053,Bernd,Baby,42709,Senior Engineer
271054,Fayez,Schrooten,47772,Senior Staff
271063,Ramzi,Morrow,65229,Senior Engineer
271068,Nahla,Angel,43819,Senior Staff
271070,Yannis,Kornatzky,41122,Senior Engineer
271072,Palash,Marzano,40000,Senior Staff
271073,Lijie,Lambe,51718,Senior Engineer
271074,Vitali,Szmurlo,40865,Staff
271077,Kannan,Stille,57045,Senior Engineer
271080,Kwangsub,Alencar,55723,Staff
271081,Shih,Giaccio,59095,Assistant Engineer
271082,Arch,Suwa,81440,Staff
271084,Duri,Trystram,44397,Senior Engineer
271085,Maria,Beutelspacher,60141,Engineer
271092,Subbu,Hennings,58271,Senior Staff
271098,Fay,Hasham,40000,Senior Engineer
271099,Aleksander,Lyonns,42840,Engineer
271103,Berry,Shigei,40000,Senior Staff
271109,Vincent,Bednarek,63129,Engineer
271113,Barun,Kenevan,74451,Staff
271117,LiMin,Gulik,47152,Senior Staff
271120,Vidar,Penn,41596,Senior Staff
271124,Shooichi,Jarecki,40000,Senior Staff
271125,Khun,Birnbaum,53217,Staff
271135,Chinho,Brattka,40000,Staff
271143,Mizuhito,Farris,40000,Senior Engineer
271145,Stella,Shackel,70166,Senior Staff
271148,Adel,Czaja,40000,Assistant Engineer
271150,Nikolaus,Kroha,40578,Engineer
271155,Chinhyun,Strooper,70249,Technique Leader
271157,Masaki,Hemaspaandra,45211,Staff
271166,Zsolt,Chachaty,59728,Staff
271172,Chandrasekaran,Heijenga,46158,Senior Engineer
271174,Mantis,Aloisi,40000,Senior Staff
271175,Jeanna,Viele,40000,Senior Engineer
271179,Jaewoo,Murrill,90327,Senior Staff
271186,Frederique,Engberts,40000,Senior Engineer
271188,Chanjung,Stiles,40000,Technique Leader
271189,Eirik,Plump,40000,Staff
271190,Pradeep,Genther,92764,Staff
271192,Tooru,Marchegay,60489,Staff
271199,Tzvetan,Karner,40555,Staff
271201,Franziska,Lagarias,56244,Senior Engineer
271203,Karoline,Poupard,73409,Engineer
271205,Caolyn,Hartvigsen,47917,Engineer
271206,Zongyan,Makrucki,63176,Senior Staff
271208,Lalit,Ozery,40942,Engineer
271210,Lokesh,VanScheik,40000,Engineer
271212,Christfried,Pappas,43572,Senior Engineer
271213,Shrikanth,Gide,40000,Staff
271216,Martins,Lammel,40000,Assistant Engineer
271222,Sampalli,Homond,40000,Senior Engineer
271231,Munehiro,Terlouw,52677,Senior Engineer
271232,Ingmar,Demian,40000,Senior Engineer
271234,Naftali,Gluchowski,40000,Senior Staff
271236,Visit,Krybus,44894,Senior Staff
271238,Doohun,Gomatam,60143,Senior Engineer
271243,Tsutomu,Provine,50489,Engineer
271255,Shahid,Kusakabe,64225,Senior Engineer
271261,Xiaoshan,Improta,64166,Engineer
271263,Elvia,Conti,40000,Engineer
271268,Shietung,Rajcani,46233,Senior Engineer
271271,Yurii,Seghrouchni,64955,Senior Staff
271272,Willard,Matheson,40000,Senior Engineer
271275,Kwangho,Chorvat,45745,Senior Engineer
271282,Kamran,Siochi,75636,Senior Staff
271283,Abdelghani,Karnin,43443,Technique Leader
271284,Jackson,Barvinok,49990,Senior Engineer
271296,Billur,Demri,76430,Senior Staff
271297,Diederik,Pillow,68107,Senior Engineer
271300,Gilbert,Curless,70448,Senior Staff
271304,Kazuhito,Granlund,40000,Engineer
271305,Lena,Zolotykh,42121,Assistant Engineer
271306,Karoline,Flasterstein,40000,Engineer
271307,Shaowei,Pietrzykowski,53061,Senior Staff
271311,Christ,Gargeya,72308,Staff
271313,Atreyi,Plavsic,40000,Senior Engineer
271318,Jahangir,Kambil,56687,Engineer
271319,Hideo,Rosin,95814,Senior Staff
271326,Idoia,Szmurlo,40000,Senior Staff
271330,Phillip,Werthner,42913,Staff
271337,Amabile,Vecchi,50652,Senior Engineer
271340,Zhongwei,Farris,50358,Engineer
271341,Ramzi,Talmor,40000,Senior Engineer
271344,Eckart,Rodiger,40000,Senior Staff
271347,Ramachenga,Driscoll,40000,Staff
271348,Kwangho,Pettis,40000,Senior Engineer
271350,JoAnna,Strooper,78621,Senior Staff
271352,George,Sevcikova,52811,Senior Engineer
271368,Narain,Tramer,44990,Engineer
271369,Zhenbing,Peak,58861,Senior Engineer
271370,Pasqua,Schreiter,52251,Senior Engineer
271371,Neven,Irland,40000,Senior Engineer
271372,Bartek,Setia,40000,Senior Engineer
271374,Stabislas,Gajiwala,50139,Senior Staff
271376,Giap,Manderick,40000,Senior Engineer
271380,LiMin,Dahlbom,73508,Engineer
271381,Brigham,Schaft,52381,Staff
271383,Nishit,Syang,40000,Senior Engineer
271384,Kwangho,Peron,40000,Senior Staff
271385,Abdelwaheb,Sgarro,80387,Staff
271390,Carrsten,Templeman,63816,Senior Engineer
271392,Mansur,Farrel,40000,Senior Engineer
271400,Elrique,Narwekar,46674,Assistant Engineer
271403,Baocai,Kuzuoka,94810,Senior Staff
271411,Akhilish,Muniz,49484,Senior Engineer
271412,Nigel,Setiz,74763,Senior Engineer
271415,Ortrud,Bisiani,44470,Senior Staff
271421,Nectarios,Litvinov,40000,Senior Engineer
271425,Mana,Lalonde,40000,Engineer
271429,Mostafa,Gustavson,55365,Senior Staff
271436,Fei,Cummings,40000,Engineer
271438,Alois,Asrin,46589,Engineer
271451,Bluma,Leijenhorst,86718,Senior Staff
271452,Hitomi,Bergere,65650,Engineer
271453,Shalesh,Gadepally,52819,Staff
271455,Sven,Krogh,66305,Staff
271459,Kenroku,Plump,40000,Senior Engineer
271460,Paraskevi,Danecki,57813,Staff
271462,Gonzalo,Conte,49506,Staff
271463,Duri,Quittner,87592,Staff
271468,Evgueni,Kawashima,87088,Staff
271469,Martien,Bisiani,53838,Senior Staff
271470,Rosine,Siochi,40000,Technique Leader
271477,Naftali,Whittlesey,40530,Senior Engineer
271480,Arumugam,Cooley,45121,Senior Staff
271488,Fatemeh,Improta,40000,Senior Engineer
271491,Fen,Snedden,59543,Senior Staff
271493,Ulises,Jullig,40000,Senior Engineer
271495,Lena,Falco,40000,Engineer
271497,Salvador,Bojadziev,40000,Senior Engineer
271502,Munir,Vickson,53815,Engineer
271504,Olivera,Clemencon,52688,Senior Staff
271505,Alenka,Itschner,44445,Engineer
271508,Toong,Cappello,47007,Engineer
271509,Roded,Hiroyama,41010,Engineer
271517,Jasminko,Salvesen,40000,Engineer
271518,Maia,Bazzichi,43395,Engineer
271520,Ayakannu,Zucker,41289,Engineer
271532,Bilhanan,Heering,62951,Senior Staff
271536,Luisa,Henders,40000,Senior Engineer
271537,Gio,Tiemann,40000,Engineer
271539,Yakkov,Rosca,58787,Staff
271541,Vidya,Cronau,82058,Staff
271543,Valery,Iisaka,62457,Senior Engineer
271545,Temple,Negoita,79212,Senior Staff
271546,Guoxiang,Flasterstein,40000,Engineer
271549,Bartek,Schauser,51148,Staff
271550,Mats,Menhardt,75106,Senior Staff
271551,Golgen,Hiraishi,40000,Engineer
271554,Lillian,Koprowski,80451,Senior Staff
271560,Mohan,Papastamatiou,63670,Senior Staff
271561,Xiahua,Taubenfeld,65735,Engineer
271563,Sreenivas,Sidhu,41187,Senior Engineer
271564,Horward,Selvestrel,45922,Assistant Engineer
271565,Sugwoo,Juneja,62945,Engineer
271572,Xiong,Jahnichen,45194,Senior Engineer
271575,Karoline,Tsunoo,40000,Engineer
271576,Kirk,Marquardt,62563,Senior Staff
271579,Mechthild,Luan,55010,Engineer
271580,Khun,Delgrossi,40000,Senior Staff
271588,Sailaja,Valtorta,40000,Engineer
271589,Yuriy,Krohn,40000,Senior Staff
271592,Mansur,Swiss,40000,Staff
271594,Marjo,Jonsson,42787,Technique Leader
271598,Byong,Olivero,43529,Senior Engineer
271602,Troy,Baak,40000,Technique Leader
271603,Szabolcs,Carrere,40000,Staff
271604,Phillip,Bael,40000,Senior Engineer
271605,Demin,Yemenis,62354,Technique Leader
271607,Augustine,Pezzoli,50681,Senior Engineer
271611,Vitaly,Raczkowsky,66059,Senior Engineer
271612,Franziska,Butterworth,41129,Engineer
271620,Tiina,Honiden,63242,Senior Engineer
271623,Utz,Pettis,73155,Staff
271629,Arumugam,Porotnikoff,43693,Senior Engineer
271630,Fai,Peac,66718,Senior Staff
271631,Ravishankar,Litecky,70605,Technique Leader
271632,Susanta,Curless,60650,Staff
271633,Venkatesan,Segond,40000,Senior Staff
271638,Jungsoon,Plavsic,40000,Senior Engineer
271642,Cullen,Solares,40000,Senior Engineer
271644,Pranav,Peroz,40000,Engineer
271645,Roddy,Besselaar,40000,Senior Engineer
271646,Chiradeep,Taubenfeld,40000,Engineer
271648,Jungsoon,Unno,40000,Engineer
271650,Sushant,Morris,56579,Senior Engineer
271653,Feixiong,McAlpine,40000,Senior Staff
271672,Ortrun,DeMori,58071,Engineer
271674,Arif,Slobodova,48335,Staff
271675,Gunilla,Ginneken,64446,Staff
271676,Ottavia,Herath,77009,Staff
271677,Yurii,Syang,51775,Engineer
271679,Shaz,Ladret,63737,Senior Staff
271694,Abdulah,Gilg,84912,Staff
271699,Macha,Kadhim,56570,Staff
271703,Debatosh,Flowers,99281,Staff
271704,Vivian,Gente,40000,Staff
271710,Leszek,Ossenbruggen,40000,Staff
271717,Jouni,Montresor,40000,Senior Engineer
271718,Almudena,Barriga,91700,Staff
271720,Martijn,Cronan,40000,Engineer
271721,Shridhar,Gelosh,46423,Assistant Engineer
271725,Gina,Flasterstein,40000,Engineer
271726,Akeno,Narwekar,40000,Staff
271727,Dmitri,Nourani,40000,Staff
271731,Uta,Rosar,40000,Assistant Engineer
271733,Sigeru,Lubachevsky,40000,Engineer
271735,Danco,Nitsche,55336,Senior Engineer
271736,Anestis,Uhrig,40000,Senior Staff
271740,Maren,Zwicker,58903,Assistant Engineer
271743,Anoosh,Itzfeldt,47512,Senior Engineer
271744,Jaroslava,Taubman,40000,Technique Leader
271751,Martins,Zedlitz,40000,Staff
271752,Yuguang,Lipner,46638,Senior Staff
271754,Kenroku,Gente,40000,Staff
271755,Rafail,Syrzycki,61342,Staff
271756,Kiyokazu,Lorie,40000,Staff
271757,Mona,Miyakawa,64524,Staff
271759,Vugranam,Jansen,40000,Senior Engineer
271760,Tzu,Yavatkar,56146,Senior Staff
271763,Alois,Furedi,40000,Senior Staff
271769,Richara,Daescu,44942,Senior Engineer
271770,Mary,Schlegelmilch,43396,Senior Engineer
271771,Zito,Valtorta,40000,Assistant Engineer
271776,Vasilii,Makrucki,40000,Senior Staff
271777,Cedric,Shackel,77414,Senior Engineer
271778,Samphel,Aingworth,83105,Senior Staff
271781,Khalil,Dalton,56985,Senior Engineer
271790,Cathie,Maliniak,81021,Senior Staff
271793,Kenroku,Brendel,40000,Senior Staff
271796,Adin,Silva,56213,Senior Engineer
271801,IEEE,Bernardeschi,43892,Engineer
271803,Tru,Dichev,68302,Senior Staff
271812,Stepehn,Hoppenstand,42529,Senior Engineer
271813,Sham,Raney,56904,Senior Staff
271814,Tze,Rodier,47555,Staff
271816,Chandrasekaran,Przulj,40000,Engineer
271820,Yongmin,Mundy,40000,Engineer
271828,Kamakshi,Braunmuhl,64785,Staff
271831,Akhilish,Bratsberg,40000,Senior Engineer
271832,Ramzi,Perna,50183,Engineer
271837,Narain,Szmurlo,48301,Staff
271846,Abdelghani,Koshino,75153,Staff
271847,Valdiodio,Takanami,79780,Staff
271862,Vidya,Denis,40000,Senior Staff
271863,Moheb,Trachtenberg,57021,Senior Engineer
271864,Berry,Pero,70555,Senior Engineer
271867,Chenye,Aloia,75299,Staff
271871,Joydip,Birjandi,41474,Engineer
271872,Vivian,Scallan,47125,Engineer
271873,Piyush,Jiafu,43151,Senior Staff
271876,Nectarios,Sanella,51549,Staff
271880,Nahum,Giaccio,67877,Senior Staff
271884,Mandell,Cochrane,61222,Senior Engineer
271888,Dekang,Gide,40000,Engineer
271890,Weiyi,Redmiles,57926,Senior Engineer
271891,Karlis,Ouhyoung,43535,Senior Engineer
271893,KayLiang,Godskesen,65642,Senior Staff
271902,Maria,Crouzet,56285,Staff
271906,Bogdan,Kusakari,56387,Staff
271912,Remzi,Snedden,57330,Staff
271914,Doohun,Cyne,40000,Staff
271915,Zhenbing,Anandan,40287,Senior Engineer
271918,Giri,Cronau,40000,Senior Staff
271919,Christophe,Ranta,40000,Senior Engineer
271922,Val,Kalefeld,44967,Senior Staff
271933,Arnould,Ducloy,58049,Staff
271940,Werner,Fiutem,41368,Engineer
271942,Uta,Borstler,49633,Engineer
271953,Dannz,Ebeling,40000,Engineer
271961,Lena,Ladret,40000,Senior Engineer
271962,Stamatina,Ranft,40000,Senior Staff
271968,Weiye,Gill,52018,Senior Engineer
271969,Ranan,Heystek,45338,Engineer
271972,Teruyuki,Baig,40000,Senior Engineer
271973,Mototsugu,Iwayama,40000,Senior Engineer
271974,Alois,Hopewell,54115,Senior Staff
271976,Mary,Kuhnemann,66603,Staff
271980,Shigenori,Angel,96207,Senior Staff
271983,Ute,Lorys,45039,Senior Engineer
271991,Kwangjo,Michaels,54170,Engineer
271992,Zita,Doering,51377,Senior Staff
271997,Werner,Koshiba,93683,Staff
271998,Arne,Peternell,51233,Technique Leader
272007,Sachin,Delaune,47771,Senior Engineer
272009,Deborah,Woycyznski,44502,Senior Engineer
272010,Guenter,Negoita,63886,Staff
272011,Bogdan,Hasenauer,68561,Senior Engineer
272021,Baoqiu,Asrin,49057,Senior Staff
272025,Sigeru,Conry,40000,Senior Engineer
272026,Malu,Restivo,46888,Engineer
272028,Laurentiu,Curless,43152,Senior Engineer
272032,Ronghao,Zschoche,40000,Senior Staff
272034,Zdislav,Atchley,53593,Staff
272035,Armond,Lorys,40000,Senior Engineer
272036,Christoper,Serov,42118,Engineer
272038,Uri,Koshino,43173,Engineer
272041,Younwoo,Gimarc,64476,Senior Staff
272056,Kristinn,Ramamoorthy,40000,Engineer
272059,Zhongwei,Gischer,40000,Engineer
272061,Henk,Guenter,40000,Staff
272065,Jinxi,Terlouw,57202,Senior Engineer
272067,Barton,Luff,49236,Staff
272073,Valeska,Belinskaya,63813,Staff
272080,Masoud,Snedden,40000,Engineer
272085,Arie,Swen,50027,Staff
272089,Reuven,Makrucki,40000,Senior Engineer
272093,Boalin,Alpin,76739,Senior Engineer
272094,Uli,Mamelak,71222,Senior Staff
272096,Geoffrey,Veevers,40000,Senior Staff
272098,Arno,Bashian,49358,Engineer
272100,Berthier,Murtagh,41707,Engineer
272104,Paris,Koshino,57313,Assistant Engineer
272105,Vasiliy,Mahmud,58271,Senior Staff
272109,Kellyn,Famili,54351,Staff
272111,Masadi,Baby,56872,Staff
272114,Heather,Janetzko,51411,Staff
272118,Shigehiro,Ertl,68303,Senior Engineer
272119,Akhilish,Businaro,40000,Engineer
272120,Lunjin,Esposito,40000,Senior Staff
272122,Isaac,Kabayashi,70377,Staff
272123,Sibyl,Warwick,40000,Staff
272125,Ranan,Demir,49018,Senior Engineer
272129,Ulf,Jonsson,50977,Senior Engineer
272132,Juichirou,Ranze,70284,Senior Staff
272133,Demos,Silva,40000,Engineer
272136,Baocai,Werthner,69726,Engineer
272139,Guangming,Zwicker,42365,Senior Staff
272144,Cheong,Scharstein,40000,Technique Leader
272145,Gretta,Homond,68220,Senior Engineer
272146,Tommaso,Tramer,54150,Engineer
272149,Giap,Kopetz,53393,Staff
272159,Siddarth,Nilsson,72627,Senior Staff
272161,Reinhold,Orlowska,71781,Senior Staff
272162,Kwangyoen,Ouhyoung,40000,Staff
272163,Ronghao,Ashish,40000,Staff
272166,Jiang,Dolinsky,40000,Engineer
272170,Zhigen,Vieri,53819,Engineer
272176,Jungsoon,Molenaar,42043,Engineer
272184,Khoa,Nilsson,51342,Assistant Engineer
272188,Vasilii,Luck,116019,Staff
272193,Rance,Carrere,40000,Senior Engineer
272197,Wilmer,Meriste,40000,Staff
272203,Somnath,Pardalos,40000,Staff
272206,Shuzo,Plavsic,57550,Senior Staff
272214,Yurij,Alpin,40000,Senior Engineer
272219,Anoosh,Barinka,53476,Senior Engineer
272222,Heng,McConalogue,79199,Staff
272225,Martijn,Millington,63730,Staff
272227,Gil,Trachtenberg,88777,Staff
272228,Miquel,Stanger,40000,Engineer
272230,Kwangsub,Peternell,40000,Engineer
272239,Weiwu,Falster,62475,Technique Leader
272241,Zorica,Litzkow,53734,Senior Engineer
272248,Make,Schwaller,40000,Engineer
272251,Larisa,Grospietsch,51881,Senior Engineer
272252,Gay,Murillo,58696,Engineer
272254,Danel,Lambe,52545,Staff
272259,Yongqiao,Lorcy,40000,Senior Staff
272267,Jolita,Gadepally,43282,Staff
272269,Jaewoo,Zhang,40487,Engineer
272270,Prodip,DeMori,74005,Staff
272272,Ziva,Fontet,40000,Staff
272273,Pragnesh,Siepmann,45312,Engineer
272280,Pranjal,Rodiger,40000,Staff
272281,Abdelkader,Fairtlough,40000,Senior Engineer
272283,Mack,Siksek,48666,Senior Engineer
272284,Zengping,Heijenga,40000,Senior Engineer
272296,Duro,Bennet,40000,Assistant Engineer
272297,Emdad,Rouquie,63014,Staff
272305,Lorien,Oppitz,72575,Senior Staff
272307,Pramod,Hofman,40000,Engineer
272309,Tadahiro,Waeselynck,40000,Senior Engineer
272317,Zhiguo,Luga,67959,Senior Staff
272318,Carrsten,Angot,69945,Staff
272322,Shrikanth,DuCasse,40000,Engineer
272324,Toshiko,Feinberg,96619,Senior Staff
272332,Mang,Schwartzburd,46583,Senior Staff
272334,Shietung,Basagni,45027,Senior Staff
272344,Mamdouh,Vesna,69920,Senior Staff
272346,Masami,Schaar,40000,Staff
272347,Clyde,Farrel,48520,Engineer
272349,Slavian,Standera,40000,Engineer
272353,Kauko,Rajala,42766,Engineer
272355,Ger,Setia,40000,Senior Staff
272357,Xianlong,Baba,67947,Staff
272361,Mechthild,Ramras,70294,Staff
272372,Bernice,Tsunoo,74479,Engineer
272373,Harjit,Stasinski,45530,Senior Engineer
272378,Kamakshi,Ranta,40000,Senior Engineer
272380,Tetsurou,Parhami,40000,Senior Engineer
272385,Vojin,Fraisse,62450,Engineer
